,חדרים,קומה,"מ""ר",מצב הנכס,קומות בבנין,מרפסות,חניות,סוג נכס,שכונה,עיר,תיווך,מיזוג,סורגים,מעלית,מטבח כשר,דוד שמש,גישה לנכים,"ממ""ד",משופצת,מחסן,מזגן תדיראן,ריהוט,גמיש,מחיר
3816,5,קרקע,430,משופץ,,1,2,בית פרטי/קוטג', קרית רבין, נתניה,0,1,0,0,,1,1,1,1,1,1,0,0,"4,500,000 ₪"
3817,5,18,300,חדש מקבלן,18,2,2,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"6,900,000 ₪"
3818,5,8,150,במצב שמור,21,1,ללא,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,0,0,0,0,0,0,"4,000,000 ₪"
3819,4,6,150,חדש מקבלן,32,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"6,900,000 ₪"
3820,5,16,136,חדש,24,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"3,800,000 ₪"
3821,5,12,30,חדש,21,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,1,1,,0,1,1,1,1,0,0,0,לא צוין מחיר
3822,4,6,122,במצב שמור,15,1,2,דירה, גלי הים, נתניה,0,1,0,1,,0,0,0,1,1,0,0,0,"3,750,000 ₪"
3823,4,1,110,במצב שמור,7,2,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,1,1,0,0,1,1,1,"2,690,000 ₪"
3824,5,10,200,חדש מקבלן,22,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,1,,0,1,1,1,0,1,0,0,"3,950,000 ₪"
3825,5,קרקע,430,משופץ,,1,2,בית פרטי/קוטג', קרית רבין, נתניה,0,1,0,0,,1,1,1,1,1,1,0,0,"4,500,000 ₪"
3826,4,6,150,חדש מקבלן,32,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"6,900,000 ₪"
3827,3,2,84,במצב שמור,4,,ללא,דירה, מרכז העיר דרום, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"1,890,000 ₪"
3828,4,1,100,חדש מקבלן,7,1,1,דירה, מרכז העיר דרום, נתניה,0,1,1,1,,0,1,1,1,1,1,0,0,"2,000,000 ₪"
3829,3.5,1,88,במצב שמור,6,1,1,דירה, נתניה, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,400,000 ₪"
3830,5,6,124,חדש,14,1,1,דירה, נתניה, נתניה,0,1,0,0,,0,0,0,0,0,1,0,0,"2,450,000 ₪"
3831,5,4,118,משופץ,9,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"3,250,000 ₪"
3832,5,קרקע,137,חדש מקבלן,,,ללא,דירה, נתניה, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,לא צוין מחיר
3833,5,12,120,במצב שמור,15,1,3,דירה, נתניה, נתניה,0,0,0,1,,0,0,1,0,0,0,0,0,"2,850,000 ₪"
3834,3,1,90,דרוש שיפוץ,6,,ללא,דירה, נתניה, נתניה,0,1,1,1,,1,0,0,0,0,1,1,1,"1,710,000 ₪"
3835,4,3,98,משופץ,8,,ללא,דירה, נתניה, נתניה,0,1,0,1,,1,0,0,0,0,0,0,0,לא צוין מחיר
3836,5,15,129,חדש,26,1,2,דירה, קרית השרון, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,לא צוין מחיר
3837,3,20,190,חדש מקבלן,24,2,2,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"4,850,000 ₪"
3838,5,16,136,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"3,800,000 ₪"
3839,5,12,30,,,,,גג/פנטהאוז, קרית השרון, נתניה,,,,,,,,,,,,,,לא צוין מחיר
3840,4,6,122,,,,,דירה, גלי הים, נתניה,,,,,,,,,,,,,,"3,750,000 ₪"
3841,4,1,110,,,,,דירה, קרית השרון, נתניה,,,,,,,,,,,,,,"2,690,000 ₪"
3842,5,10,200,,,,,דירה, צפון מערב מרכז העיר, נתניה,,,,,,,,,,,,,,"3,950,000 ₪"
3843,5,קרקע,430,,,,,בית פרטי/קוטג', קרית רבין, נתניה,,,,,,,,,,,,,,"4,500,000 ₪"
3844,4,6,150,,,,,דירה, עיר ימים, נתניה,,,,,,,,,,,,,,"6,900,000 ₪"
3845,3,2,84,,,,,דירה, מרכז העיר דרום, נתניה,,,,,,,,,,,,,,"1,890,000 ₪"
3846,4,1,100,,,,,דירה, מרכז העיר דרום, נתניה,,,,,,,,,,,,,,"2,000,000 ₪"
3847,3.5,1,88,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"2,400,000 ₪"
3848,5,6,124,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"2,450,000 ₪"
3849,5,4,118,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"3,250,000 ₪"
3850,5,קרקע,137,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,לא צוין מחיר
3851,5,12,120,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"2,850,000 ₪"
3852,3,1,90,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"1,710,000 ₪"
3853,4,3,98,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,לא צוין מחיר
3854,5,15,129,,,,,דירה, קרית השרון, נתניה,,,,,,,,,,,,,,לא צוין מחיר
3855,3,20,190,,,,,דירה, נתניה, נתניה,,,,,,,,,,,,,,"4,850,000 ₪"
3856,3,4,67,דרוש שיפוץ,4,,ללא,דירה, קרית נורדאו, נתניה,0,1,1,0,,0,0,0,0,0,0,0,0,"1,230,000 ₪"
3857,5.5,3,125,משופץ,5,2,1,דירה, גבעת האירוסים, נתניה,1,1,0,1,,1,0,1,1,1,0,0,0,"2,280,000 ₪"
3858,5,1,130,במצב שמור,21,1,2,דירה, קרית השרון, נתניה,0,1,1,1,,0,1,1,0,1,0,1,1,"2,490,000 ₪"
3859,2.5,4,57,דרוש שיפוץ,4,2,ללא,דירה, צפון מזרח מרכז העיר, נתניה,,0,0,0,0,0,0,0,0,0,0,0,0,לא צוין מחיר
3860,3,1,70,משופץ,4,1,ללא,דירה, נאות שקד, נתניה,,1,1,0,0,1,0,0,0,0,0,0,0,"1,550,000 ₪"
3861,7,6,297,משופץ,6,1,1,דופלקס, צפון מערב מרכז העיר, נתניה,,1,0,1,0,1,0,0,1,1,1,1,1,"3,590,000 ₪"
3862,6,קרקע,350,במצב שמור,,,3,בית פרטי/קוטג', משכנות זבולון, נתניה,,1,1,0,1,1,1,1,0,1,1,1,1,"5,490,000 ₪"
3863,3,4,95,במצב שמור,7,1,2,דירה, קרית השרון, נתניה,,1,0,1,0,1,1,1,0,1,1,0,0,"2,500,000 ₪"
3864,4,5,115,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,,1,1,1,0,0,0,0,1,0,0,0,0,"2,490,000 ₪"
3865,1.5,3,26,חדש,,,1,יחידת דיור, מרכז העיר דרום, נתניה,,1,0,0,0,0,0,0,1,0,0,1,1,"695,000 ₪"
3866,5,8,220,משופץ,8,3,1,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,,1,1,1,0,1,1,0,1,0,0,1,1,"3,500,000 ₪"
3867,6,4,158,משופץ,34,1,2,דירה, עיר ימים, נתניה,,1,0,1,0,1,0,1,1,1,1,0,0,"5,800,000 ₪"
3868,3.5,3,90,משופץ,11,1,2,דירה, רמת חן ובן ציון, נתניה,,1,0,1,0,1,1,1,1,1,0,0,0,"2,050,000 ₪"
3869,5,11,145,במצב שמור,16,1,2,דירה, אגמים, נתניה,,1,0,1,0,0,1,1,0,0,0,0,0,"3,500,000 ₪"
3870,6,קרקע,200,דרוש שיפוץ,,2,1,בית פרטי/קוטג', רמת אפרים, נתניה,,1,1,0,1,1,1,0,0,1,0,0,0,לא צוין מחיר
3871,4,3,90,במצב שמור,3,1,1,גג/פנטהאוז, גבעת האירוסים, נתניה,,1,1,1,0,1,0,0,0,0,1,0,0,"2,500,000 ₪"
3872,6,1,215,משופץ,3,3,2,דירת גן, פרדס הגדוד, נתניה,,1,0,0,0,1,0,1,1,1,1,0,0,"3,450,000 ₪"
3873,2,4,25,משופץ,6,,ללא,דירה, מרכז העיר דרום, נתניה,,1,1,1,0,0,0,0,1,0,0,0,0,"880,000 ₪"
3874,5,6,123,משופץ,8,1,2,דירה, קרית השרון, נתניה,,1,1,1,0,1,0,1,1,1,0,0,0,"3,280,000 ₪"
3875,4,1,110,משופץ,7,2,1,דירה, קרית השרון, נתניה,,1,1,1,0,1,1,1,1,0,0,0,0,"2,670,000 ₪"
3876,5,קרקע,138,במצב שמור,16,1,2,דירה, קרית השרון, נתניה,,1,1,0,0,0,0,1,0,1,1,0,0,"3,270,000 ₪"
3877,6,קרקע,554,משופץ,,3,3,דו משפחתי ,,נתניה,1,1,0,0,,0,0,0,1,1,0,0,0,"8,490,000 ₪"
3878,4,5,96,משופץ,8,,1,דירה, גבעת האירוסים, נתניה,0,1,0,1,,1,1,1,1,0,0,0,0,"2,280,000 ₪"
3879,3,3,94,חדש מקבלן,4,1,1,דירה, רמת אפרים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"2,300,000 ₪"
3880,6,קרקע,300,במצב שמור,,1,1,דו משפחתי, רמת אפרים, נתניה,0,1,0,0,,0,1,0,0,0,0,0,0,"3,350,000 ₪"
3881,3,1,108,חדש מקבלן,4,1,1,דירה, רמת אפרים, נתניה,0,1,0,1,,0,1,1,0,1,1,0,0,לא צוין מחיר
3882,5,3,155,משופץ,8,1,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,0,1,1,1,1,1,1,"3,195,000 ₪"
3883,5,1,115,משופץ,1,1,1,דירה, נתניה, נתניה,1,1,0,0,,1,0,1,1,0,1,0,0,"2,590,000 ₪"
3884,4,6,106,דרוש שיפוץ,8,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,0,0,0,0,0,"2,200,000 ₪"
3885,5,8,185,משופץ,9,1,1,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,1,0,1,0,0,0,0,"4,500,000 ₪"
3886,4.5,6,110,משופץ,14,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,1,0,0,"2,500,000 ₪"
3887,3,קרקע,50,במצב שמור,2,,ללא,דירה, נתניה, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"1,350,000 ₪"
3888,3.5,קרקע,96,משופץ,9,,1,דירת גן, גלי הים, נתניה,1,1,0,1,,0,1,1,1,0,0,0,0,"3,100,000 ₪"
3889,6,קרקע,220,משופץ,,,2,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,0,0,,1,0,1,1,0,0,0,0,"5,900,000 ₪"
3890,4.5,4,120,משופץ,7,,ללא,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"2,050,000 ₪"
3891,5,7,125,במצב שמור,9,1,1,דירה, רמת אפרים, נתניה,1,1,1,1,,1,1,1,1,1,1,1,1,"2,300,000 ₪"
3892,5,3,145,משופץ,7,1,1,דופלקס, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,0,1,0,0,0,0,"2,550,000 ₪"
3893,6.5,קרקע,336,משופץ,,1,2,בית פרטי/קוטג', נוף הטיילת, נתניה,1,1,0,0,,1,1,1,1,1,1,1,1,"6,000,000 ₪"
3894,5,17,200,חדש,24,1,2,דופלקס, עיר ימים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"7,500,000 ₪"
3895,4,קרקע,220,חדש,22,1,2,דירה, נוף הטיילת, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"6,600,000 ₪"
3896,5,12,30,חדש,21,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,1,1,,0,1,1,1,1,0,0,0,לא צוין מחיר
3897,4.5,4,120,משופץ,7,,ללא,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"2,050,000 ₪"
3898,5,7,150,חדש מקבלן,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,0,0,0,0,0,"3,450,000 ₪"
3899,2,2,65,במצב שמור,4,2,ללא,דירה, צפון מזרח מרכז העיר, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"950,000 ₪"
3900,5,13,141,חדש,16,1,2,דירה, גלי הים, נתניה,,1,0,1,0,1,0,1,0,1,1,0,0,"3,400,000 ₪"
3901,3,קרקע,675,במצב שמור,,2,1,בית פרטי/קוטג', נאות גנים, נתניה,,1,0,0,0,1,0,0,0,0,0,0,0,"4,350,000 ₪"
3902,5,18,170,חדש,22,1,2,דירה, גלי הים, נתניה,,1,0,1,0,0,1,1,0,1,0,0,0,"4,500,000 ₪"
3903,5,1,185,משופץ,3,,1,דירת גן, משכנות זבולון, נתניה,,1,1,1,1,1,1,1,1,1,1,0,0,"3,500,000 ₪"
3904,2.5,2,55,דרוש שיפוץ,2,1,ללא,דירה, רמת ידין, נתניה,,1,0,0,0,0,0,0,0,1,0,0,0,"1,600,000 ₪"
3905,8,קרקע,480,דרוש שיפוץ,,2,2,בית פרטי/קוטג', עין התכלת, נתניה,,0,0,0,0,0,0,0,0,0,0,0,0,"4,500,000 ₪"
3906,10,קרקע,540,משופץ,,1,3,בית פרטי/קוטג', פרדס הגדוד, נתניה,,1,0,0,1,1,0,1,0,1,1,1,1,"9,850,000 ₪"
3907,5,19,142,חדש מקבלן,27,1,2,דירה, גלי הים, נתניה,,1,0,1,1,0,0,1,0,1,1,0,0,"4,200,000 ₪"
3908,4,2,100,משופץ,3,,1,דירה, קרית רבין, נתניה,,1,0,0,0,1,0,1,1,0,0,0,0,"1,800,000 ₪"
3909,4,5,160,במצב שמור,6,,1,דירה, מרכז העיר דרום, נתניה,,0,0,1,0,1,1,0,0,1,1,0,0,"3,600,000 ₪"
3910,4,7,248,חדש מקבלן,7,1,1,גג/פנטהאוז, מרכז העיר דרום, נתניה,,0,0,1,0,1,1,1,0,0,0,0,0,"3,000,000 ₪"
3911,5,9,131,חדש מקבלן,13,1,2,דירה, קרית נורדאו, נתניה,,0,0,1,1,0,1,1,1,1,0,0,0,"2,580,000 ₪"
3912,6,18,380,משופץ,18,,2,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,,1,0,1,0,1,0,1,0,1,0,1,1,"10,000,000 ₪"
3913,5,14,135,חדש,19,1,2,דירה, נוף השרון, נתניה,,1,0,1,0,1,1,1,1,1,1,1,1,"2,420,000 ₪"
3914,3,4,65,במצב שמור,4,,ללא,דירה, קרית נורדאו, נתניה,,1,1,0,0,0,0,0,1,1,1,1,1,"1,450,000 ₪"
3915,7,קרקע,457,חדש,9,,2,דירת גן, כוכב הצפון, נתניה,,1,1,1,1,1,1,1,1,1,1,0,0,"4,579,000 ₪"
3916,6,קרקע,240,במצב שמור,,2,ללא,בית פרטי/קוטג', נאות הרצל, נתניה,,1,0,0,0,1,0,0,0,1,0,1,1,"3,500,000 ₪"
3917,3.5,קרקע,96,משופץ,9,,1,דירת גן ,,נתניה,1,1,0,1,,0,1,1,1,0,0,0,0,"3,100,000 ₪"
3918,4,קרקע,220,חדש,22,1,2,דירה, נוף הטיילת, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"6,600,000 ₪"
3919,5,2,160,חדש,24,1,2,דירה, עיר ימים, נתניה,1,1,0,1,,0,1,1,1,1,0,0,0,"4,280,000 ₪"
3920,5,2,160,חדש,24,1,2,דירה, עיר ימים, נתניה,1,1,0,1,,0,1,1,1,1,0,0,0,"4,280,000 ₪"
3921,4,2,90,במצב שמור,4,,1,דירה, נאות הרצל, נתניה,0,1,0,0,,0,0,0,0,0,0,0,0,"1,350,000 ₪"
3922,6,11,145,חדש,23,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,1,1,1,1,1,1,"4,350,000 ₪"
3923,3,1,80,משופץ,3,1,ללא,דירה, נתניה, נתניה,0,1,0,0,,1,0,0,1,0,1,0,0,"1,650,000 ₪"
3924,5,20,155,חדש,26,1,2,דירה, אגמים, נתניה,1,1,0,1,,0,1,1,1,1,0,0,0,"3,650,000 ₪"
3925,5,6,133,חדש,9,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"3,250,000 ₪"
3926,6,8,170,משופץ,9,3,2,דופלקס, קרית השרון, נתניה,0,1,0,1,,1,1,1,1,1,1,1,1,"4,900,000 ₪"
3927,4,1,105,משופץ,5,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"2,100,000 ₪"
3928,6,קרקע,250,משופץ,,1,1,בית פרטי/קוטג', נתניה, נתניה,0,1,1,0,,1,1,1,1,0,0,0,0,"3,650,000 ₪"
3929,5,13,165,חדש,24,,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"5,500,000 ₪"
3930,5,8,126,משופץ,9,1,1,דירה, צפון מזרח מרכז העיר, נתניה,1,1,1,1,,1,1,1,1,0,1,0,0,"3,290,000 ₪"
3931,5,1,134,חדש,8,1,2,דירה, נתניה, נתניה,0,1,1,1,,1,1,1,0,1,1,0,0,"3,200,000 ₪"
3932,5,2,126,משופץ,8,1,1,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"2,620,000 ₪"
3933,4,1,132,חדש,8,2,2,דירה, אגמים, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"3,490,000 ₪"
3934,5,12,140,חדש,19,1,2,דירה, עיר ימים, נתניה,1,1,1,1,,1,1,1,1,1,1,0,0,"4,730,000 ₪"
3935,4,1,100,משופץ,7,,ללא,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"1,850,000 ₪"
3936,5.5,5,127,במצב שמור,6,1,1,דירה, רמת חן ובן ציון, נתניה,0,1,1,1,,1,1,1,0,0,0,0,0,"2,190,000 ₪"
3937,5,8,132,משופץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,000,000 ₪"
3938,5,5,130,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,0,1,,1,1,1,0,1,1,1,1,"2,999,000 ₪"
3939,3,3,60,במצב שמור,3,,ללא,דירה, פרדס הגדוד, נתניה,,1,0,0,0,1,0,0,0,0,0,0,0,"1,800,000 ₪"
3940,4,2,107,משופץ,7,1,1,דירה, קרית השרון, נתניה,,1,0,1,0,0,0,1,1,1,0,0,0,"2,790,000 ₪"
3941,5.5,2,142,דרוש שיפוץ,2,2,1,דופלקס, גבעת האירוסים, נתניה,,0,0,0,0,0,0,0,0,0,0,0,0,"2,300,000 ₪"
3942,4,1,100,משופץ,3,1,1,דירה, רמת חן ובן ציון, נתניה,,1,1,1,0,1,1,1,1,1,1,1,1,"2,400,000 ₪"
3943,5,12,160,חדש,28,1,2,דירה, אגמים, נתניה,,0,0,1,0,0,1,1,1,1,0,0,0,"4,250,000 ₪"
3944,-,קרקע,1,במצב שמור,,,ללא,בית פרטי/קוטג', צפון מזרח מרכז העיר, נתניה,,0,0,0,0,0,0,0,0,0,0,0,0,לא צוין מחיר
3945,7,1,250,משופץ,2,1,1,דירת גן, רמת ידין, נתניה,,1,0,0,1,1,1,0,0,1,1,0,0,"2,700,000 ₪"
3946,4,5,144,חדש,22,1,2,דירה, עיר ימים, נתניה,,1,0,1,0,0,1,1,1,1,0,0,0,"5,280,000 ₪"
3947,6,4,130,משופץ,7,2,1,דופלקס, גלי הים, נתניה,,1,0,1,0,0,0,0,1,0,0,1,1,"2,800,000 ₪"
3948,4,1,102,משופץ,5,,1,דירה, צפון מערב מרכז העיר, נתניה,,1,1,1,0,1,1,0,0,1,0,0,0,"2,100,000 ₪"
3949,5,3,125,חדש,9,1,1,דירה, קרית השרון, נתניה,,1,1,1,1,1,1,1,0,1,1,1,1,"3,250,000 ₪"
3950,4,11,122,משופץ,14,1,1,דירה, גלי הים, נתניה,,1,0,1,0,0,0,1,0,1,1,0,0,"3,220,000 ₪"
3951,4,11,122,משופץ,20,,ללא,דירה, נוף הטיילת, נתניה,,1,0,0,0,0,0,0,1,0,0,0,0,"3,500,000 ₪"
3952,6,4,235,משופץ,5,1,1,דופלקס, צפון מזרח מרכז העיר, נתניה,,1,0,1,0,0,0,1,0,0,0,0,0,"3,100,000 ₪"
3953,3,4,102,חדש מקבלן,9,1,1,דירה, מרכז העיר דרום, נתניה,,1,0,1,0,0,1,1,0,1,1,0,0,"2,500,000 ₪"
3954,7,קרקע,350,משופץ,,,1,בית פרטי/קוטג', רמת ידין, נתניה,,1,0,0,1,1,1,0,1,1,0,0,0,לא צוין מחיר
3955,5,קרקע,285,במצב שמור,2,2,1,דירת גן, רמת אפרים, נתניה,,1,1,0,1,1,0,1,0,0,1,0,0,"3,500,000 ₪"
3956,5,4,128,במצב שמור,6,1,1,דירה, צפון מזרח מרכז העיר, נתניה,,1,0,1,0,1,0,1,0,0,0,0,0,"2,949,000 ₪"
3957,6.5,קרקע,336,משופץ,,1,2,בית פרטי/קוטג' ,,נתניה,1,1,0,0,,1,1,1,1,1,1,1,1,"6,000,000 ₪"
3958,5,2,120,במצב שמור,7,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,0,1,0,0,0,0,0,"2,650,000 ₪"
3959,4,5,85,משופץ,8,,ללא,דירה, קרית נורדאו, נתניה,1,1,0,1,,1,1,0,1,0,1,1,1,"1,580,000 ₪"
3960,5,קרקע,147,חדש,2,2,1,דירת גן, נתניה, נתניה,0,1,1,0,,1,1,1,1,0,1,0,0,"4,325,000 ₪"
3961,6,1,170,משופץ,2,2,1,דופלקס, קרית צאנז, נתניה,0,1,0,1,,0,0,0,1,1,0,0,0,"3,490,000 ₪"
3962,5,16,150,חדש,16,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"2,950,000 ₪"
3963,4,3,114,משופץ,15,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"2,740,000 ₪"
3964,5,6,142,משופץ,17,1,2,דירה, אגמים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"3,550,000 ₪"
3965,5,1,125,במצב שמור,6,1,2,דירה, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,0,0,0,"2,590,000 ₪"
3966,5,4,128,משופץ,8,1,2,דירה, אגמים, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"3,180,000 ₪"
3967,3,6,70,במצב שמור,6,,ללא,דירה, נאות גנים, נתניה,1,1,1,1,,0,0,0,0,0,0,0,0,"1,430,000 ₪"
3968,4,8,138,במצב שמור,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,0,1,,1,0,1,1,0,0,0,0,"2,900,000 ₪"
3969,8,קרקע,272,חדש,4,,2,דירת גן, רמת אפרים, נתניה,1,1,0,0,,1,0,1,1,0,0,1,1,"4,490,000 ₪"
3970,4,1,125,משופץ,6,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,0,0,1,0,0,1,1,"2,250,000 ₪"
3971,4.5,11,110,משופץ,17,1,1,דירה, קרית נורדאו, נתניה,0,1,0,1,,0,0,0,0,0,1,0,0,"2,270,000 ₪"
3972,3,3,75,משופץ,3,,ללא,דירה, נתניה, נתניה,0,1,0,0,,1,0,0,1,0,0,0,0,"1,390,000 ₪"
3973,5,32,151,חדש,37,2,2,גג/פנטהאוז, גלי הים, נתניה,0,1,1,1,,0,1,1,1,1,1,1,1,"5,990,000 ₪"
3974,2.5,1,60,משופץ,4,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,1,1,0,0,,1,0,0,1,0,1,0,0,"1,450,000 ₪"
3975,5.5,2,130,במצב שמור,7,1,1,דירה, גלי הים, נתניה,0,0,0,1,,1,1,1,0,0,0,0,0,"2,550,000 ₪"
3976,4,2,95,משופץ,4,,1,דירה, גבעת האירוסים, נתניה,0,1,0,1,,1,1,0,0,0,1,0,0,"1,890,000 ₪"
3977,5,קרקע,145,חדש,8,1,2,דירת גן, אגמים, נתניה,0,1,0,0,,1,1,1,0,0,1,0,0,"3,830,000 ₪"
3978,4,2,96,במצב שמור,2,1,1,דופלקס, קרית רבין, נתניה,0,1,0,0,,1,0,1,0,1,1,0,0,"1,670,000 ₪"
3979,4.5,4,115,משופץ,6,,1,דירה, מרכז העיר דרום, נתניה,,1,0,1,0,0,0,0,0,0,1,0,0,"2,500,000 ₪"
3980,3.5,2,117,משופץ,4,,ללא,דירה, מרכז העיר דרום, נתניה,,1,0,0,1,1,0,0,1,1,0,0,0,"1,850,000 ₪"
3981,4,5,105,במצב שמור,8,1,2,דירה, קרית השרון, נתניה,,1,0,1,0,1,0,1,0,0,0,0,0,"2,650,000 ₪"
3982,3,2,72,במצב שמור,4,,ללא,דירה, מרכז העיר דרום, נתניה,,1,1,0,0,1,0,0,0,0,1,0,0,"1,660,000 ₪"
3983,3,קרקע,120,במצב שמור,3,,ללא,דירת גן, קרית רבין, נתניה,,1,1,0,1,1,1,1,0,1,1,1,1,"1,980,000 ₪"
3984,5,1,128,משופץ,6,1,1,דירה, צפון מזרח מרכז העיר, נתניה,,1,1,1,0,1,0,1,1,0,0,1,1,"2,450,000 ₪"
3985,3,1,75,במצב שמור,3,2,ללא,דירה, נאות הרצל, נתניה,,1,1,0,0,1,0,0,1,1,0,1,1,"1,450,000 ₪"
3986,5,8,150,חדש,22,2,2,דירה, עיר ימים, נתניה,,1,0,1,0,1,1,1,0,1,1,0,0,"5,100,000 ₪"
3987,4,3,114,במצב שמור,11,2,1,דירה, צפון מערב מרכז העיר, נתניה,,1,0,1,1,0,1,0,0,0,0,1,1,"3,500,000 ₪"
3988,5,15,278,משופץ,17,2,3,גג/פנטהאוז, אגמים, נתניה,,1,1,1,0,0,1,1,1,1,1,1,1,"5,000,000 ₪"
3989,5,2,140,משופץ,5,3,1,דירה, צפון מזרח מרכז העיר, נתניה,,0,0,1,0,1,0,1,1,1,0,0,0,"2,550,000 ₪"
3990,5.5,1,132,במצב שמור,7,2,1,דירה, פרדס הגדוד, נתניה,,1,0,1,1,1,1,1,0,0,0,0,0,"2,800,000 ₪"
3991,4,3,115,במצב שמור,6,1,1,דירה, צפון מזרח מרכז העיר, נתניה,,1,1,1,1,1,1,1,0,1,1,0,0,"1,970,000 ₪"
3992,3.5,קרקע,100,דרוש שיפוץ,6,,ללא,דירה, מרכז העיר דרום, נתניה,,0,1,0,0,1,0,0,0,0,0,0,0,"1,800,000 ₪"
3993,5,קרקע,250,משופץ,,1,1,בית פרטי/קוטג', נאות הרצל, נתניה,,1,1,0,1,1,1,1,1,1,1,0,0,"3,950,000 ₪"
3994,4,3,95,משופץ,5,,1,דירה, צפון מערב מרכז העיר, נתניה,,0,0,0,0,0,0,1,0,0,0,1,1,"1,980,000 ₪"
3995,3,2,50,במצב שמור,3,,ללא,דירה, רמת חן ובן ציון, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"1,900,000 ₪"
3996,5,קרקע,304,במצב שמור,,3,ללא,בית פרטי/קוטג', רמת חן ובן ציון, נתניה,,1,0,0,1,1,1,1,0,0,0,0,0,"5,000,000 ₪"
3997,5,קרקע,147,חדש,2,2,1,,,,0,1,1,0,,1,1,1,1,0,1,0,0,"4,325,000 ₪"
3998,4.5,11,110,משופץ,17,1,1,דירה, קרית נורדאו, נתניה,0,1,0,1,,0,0,0,0,0,1,0,0,"2,270,000 ₪"
